,Title,Score,Comment
3005,뽀로로 극장판 슈퍼썰매 대모험,10,ㅇㄴ 개재밌다고;;; 진짜 나믿고 한번만 봐봐 보면서 울었다
3006,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,5,기대를 많이 해서 그런지 아쉬웠어요. 짱구 극장판 중에서 유치한 편인거 같아요. 하지만 메시지는 확실해서 좋았어요
3007,새콤달콤,10,간만에 정말 잼있게본영화 채수빈 연기 잘하네
3008,베놈 2: 렛 데어 비 카니지,6,음... 1편은 재밌었는데 2편은 중간중간 흐름이 끊기고 몰입이 안되네요.
3009,F20,10,"공포영화를 좋아하는 내가 우연히 웨이브에서보고   왠만한 공포영화보다 무섭다고 생각했음. 또한 생각이 많아지기도 했고, 사실 우리는 결국 자기자신이  제일 중요하다보니 남들 위하는척해도  결국 오지랖. 솔직히 나도  조현병걸린 자식이 있다면  아무리 남눈의식안하고 싶다해도,  세상의 시각때문에  장영남처럼 숨기고 싶을지모른다. 평점이 낮던 높던  나는  몰입해서 봤고, 되려  현재의 우리모습이 다 들어가있는것 같아 높은 평점  주고싶다 .뭐 어쨌건 다들 자기일아니면 쉽게 생각하는 세상이니 , 재밌니 재미없니의  판단보단   깊게 생각해볼 필요도 있지싶다"
3010,푸른 호수,9,길 잃은 나그네에게 손길을
3011,베놈 2: 렛 데어 비 카니지,8,"청불이 아닌것도 아쉽고, 편집이 많이 된 게 느껴진 영화였지만 쿠키영상 하나로 모든 것이 설명된 짧지만 강력한 액션."
3012,그래비티,7,약간의 씨제이 감성을 느꼈다.
3013,베놈 2: 렛 데어 비 카니지,1,돈내고보기  아까울정도임 ㄹㅇ
3014,비바리움,6,뻐꾸기? 보단 개 미 지 옥 ! ! !
3015,유열의 음악앨범,10,영상의 색감이 일단 너무 취저고 연기자들 연기도 너무 댑악이에요 최고최고!!
3016,내니 맥피 - 우리 유모는 마법사,8,나만 유모 맥피가 혹시 아이들의 친엄마가 아닐까 생각해봤나
3017,캣우먼,8,평점 테러 받은것 같네요. 최소 7이상은 되는 영화에요.  연기력
3018,기적,10,
3019,보이스,6,전체적으로 영화 수준이 낮지만 주제 자체는 흥미로움.
3020,보이스,10,김무열 연기 진짜 잘하네요 보면서 시간 완전 빨리가서 영화끝날때 당황했네요 뭔가 내용이 좀 더 전개되기를 바랬는데 2시간이나 지났었다니
3021,기적,10,예쁜 영화였어요. 내용도 그림도 사람들도.
3022,오드 토머스,7,식스센스 짝퉁의 느낌이 강하게 난다.
3023,베놈 2: 렛 데어 비 카니지,1,"뭔가 퐉하고 고어하게 좀 가거나 했음 좋을텐데 아쉽고, 영화관에서 보는데 귀 찢어지듯 소리 울리는게 되게 거슬렸음 사람이 적어서 그랬다고 하기에는... 뭔가 스피커까지 찢어지는 느낌이랄까? 이건 뭐 영화관마다 차이가 있을것 같으니 이만... 보기전에는 영화도 궁금하고 쿠키도 궁금해서 유튜브에서 스포당하는것도 최대한 조심하면서 드디어 본다! 했는데 그냥 쿠키만 유튜브에서 봐도 될 듯한 영화... 1점도 아깝다."
3024,보이스,10,변요환 연기가 좋음.보이스피싱 나쁜놈들
3025,실: 인연의 시작,10,좋아요. 잔잔하고 감동적인 영화.
3026,용과 주근깨 공주,7,중간중간 뜬금없는 연출이 흐름을 깨긴하는데 그런거빼고는 영상미랑 음악이 너무 좋아서 재밌게 봤습니다..그리고 캐릭터디자인과 의상디자인이 한몫한 영화라고 생각합니다 영화자체는 나름 괜찮았어요
3027,007 노 타임 투 다이,10,얼떨결에 두번보고 비로소 이 영화의 가치를 알았습니다..
3028,반지의 제왕: 반지 원정대,10,한달에 한번씩 봄.. 말다햇쥬
3029,베놈 2: 렛 데어 비 카니지,1,히어로물이 무조건재미있다는 편견을 간만에 깨준영화.. 대사오글 스토리단순
3030,그린랜드,10,
3031,모가디슈,9,태준기(구교환님) 연기가 젤 돋보이는듯 합니다.소말리아에 모르던 일도 알게 되구여... 좋은영화라 감히 글올립니다.마지막 울컥도 하네요~
3032,몬스터 헌터,1,이게 평점 5점을 넘는다구? 말도 안돼
3033,노회찬6411,10,이렇게 영화로 만나게 되어 좋습니다. 요즘따라 더 그리운 분입니다. 다시 없을 정치인 노회찬을 마음에 담습니다.
3034,베놈 2: 렛 데어 비 카니지,10,Fun재밌음 많이 하하하
3035,노회찬6411,1,연기는 훌륭함! 인생자체가 연기였음! 박원순 다큐도 기다려짐
3036,베놈 2: 렛 데어 비 카니지,1,와 이 좋은 캐릭터들을 가지고 이렇게 만드네.. 그냥 MCU 스파이더맨이랑 협업할 것만 기대하고 후딱 해치운 느낌의 영화 절대 영화관 가서 볼 필요가 없음
3037,베놈 2: 렛 데어 비 카니지,10,
3038,혐오스런 마츠코의 일생,2,아무리 시대적 이야기가 들어갔다 하더라도여성의 인권이 너무 낮게 평가되어 스스로 자립하지못하고 남성에게만 의존하여성적으로 너무 조잡하고 불쾌한 내용들이솔직히 말하면 조금 역겨웠어요
3039,십개월의 미래,10,공감가고 현실적인 이야기라좋았고 여주의 연기도몰입감있어 좋았음
3040,위플래쉬,9,마지막에 희열이 느껴짐
3041,프리 가이,10,
3042,어니스트 씨프,4,지루해....이제 나이가들어서 액션씬은 줄고 감성드라마같다... 대사만 많아지는 액션
3043,베놈 2: 렛 데어 비 카니지,7,억지이긴하지만 베놈이 귀여우니까 봐줌
3044,베놈 2: 렛 데어 비 카니지,8,이번 베놈2 난 재밌게 봤어요 루저들의 결혼식에서 액션씬 펼친게 신박하고 좋았음 베놈 무엇보다 귀여움
3045,노회찬6411,1,뭐냐?이건? 또또또시작인가?이정도면 병이다!
3046,007 노 타임 투 다이,9,킬링타임용으로 볼만해요~ 다니엘 크레이그의 007 제임스 본드가 마지막이라서 너무 아쉽고 슬펐어요ㅠㅎㅎ 재밌게 잘 봤습니다~
3047,베놈 2: 렛 데어 비 카니지,8,스토리 내용구성 액션신 다 빼놓고 봐도 ost때문이라도 볼만하다.
3048,베놈 2: 렛 데어 비 카니지,8,다 괜찮은데 케서디를 바로 죽이는게 너무한거 아니오
3049,아수라,10,
3050,그것만이 내 세상,8,병헌이형도 그때는 어렸어요.
3051,베놈 2: 렛 데어 비 카니지,10,샹치가 평점이 더 높다는게 이해가 안간다. 샹치가 7.5라면 베놈2는 8점 이상이어야 한다. 액션으로 봐도 스토리로 봐도 재미로 봐도 베놈2가 훨씬 나은데. 충분히 잔인하던데 차라리 그냥 청불로 만들었으면 더 재밌었겠다. 아쉽다
3052,베놈 2: 렛 데어 비 카니지,5,이거 볼시간에 집에서 잠이나 더 자세요
3053,모가디슈,8,굿오랜만에 재미있게 감상했습니다
3054,은혼,8,OO 같은데 볼 만하다. 출연진이 빵빵하고 비쥬얼이 좋다. 아무 생각없이 보기에 좋은 영화.
3055,색다른 그녀,1,무슨 생각으로 도대체 영화를 찍은거지?~ 최소한 TV드라마로 만들었으면 그나마 차라리 나을뻔했는데~ 영화도 아니고 TV드라마도 아니고~최악의 연출이네~그래도 감독 필모를 보니까 상견례하고 청담보살 만들었던데~내가 개인적으로 이걸 적당히 잼있게 봐서 봤는데~ㅠㅠ 와~제작사가 정신놓았네~ㅠㅠ안타깝네~올해 한국영화는 죄다 졸작들 천지네~
3056,007 노 타임 투 다이,1,근데 그 화학전 왜 한거임?? 전편 안봐서 그런가?
3057,베놈 2: 렛 데어 비 카니지,10,
3058,극장판 귀멸의 칼날: 무한열차편,10,눈물의 호흡 제 1형.마구 울어 버리기.
3059,디파티드,10,맷데이먼이랑 레오 좋아하면 보시길~연출 연기 다 좋았음
3060,베놈 2: 렛 데어 비 카니지,7,싸다 말았잖아!!솔직히 쿠키영상이 다함ㅋㅋ
3061,어른들은 몰라요,7,모르긴 몰랐다.김기독 감독 처럼 이환 감독도 적당히 못하고 끝까지 보여주는 연출의 힘이 좋았다.결말에 가까워 질수록 엔딩의선택지가 손가락 갯수 보다 적어짐을알면서 모르는척 했습니다.그리고 감독이 동안이다.
3062,쁘띠 마망,10,네 뒤로 난 길을 따라왔어
3063,베놈 2: 렛 데어 비 카니지,2,예고편이 영화에 다인거는 올만에 보네아참 마지막 까지 극장에 앉아서 기다린 쿠키영상 그게 메인이지
3064,노회찬6411,1,노회찬은 뇌물먹고 부끄러워서 자살한게 아님. 뇌물먹고 '받은적없다고 뻔뻔하게 오리발 내밀다가 들통나서' 자살했습니다.
3065,베놈 2: 렛 데어 비 카니지,7,"영화요약: 야! 카니지,( 문재앙 몰표준) 전라도로 꺼져!!"
3066,웬디,4,영화 피터팬을 생각하고 본 사람들에게는 좀 아닐듯...
3067,아수라,2,좋은 재료들을 사용해도 반드시 훌륭한 음식이 만들어 지는 건 아니지. 차라리 프랜차이즈 식이라면 평타라도 치지.
3068,라이온 킹,10,무조건 소장 해야댐 이애니는 전설
3069,스피릿,8,"스피릿과의 우정, 그리고 모험..."
3070,아수라,10,여기가 고추 점자리의 미래를 예고한 영화를 가장한 다큐라지요?  전과 4범은 곧 전과 5범이 된다는 팩트!
3071,베놈 2: 렛 데어 비 카니지,7,전편의 장단점을 그대로 이어받은 속편. 생각 있어 보이는 척 안 하는 건 좋다.
3072,블랙 위도우,8,굿바이 나타샤~ 요한슨 연기 좋았네여.
3073,극장판 귀멸의 칼날: 무한열차편,10,너무 재밌고 마지막에 울면서 봄
3074,007 노 타임 투 다이,7,처음만 좋았다... 처음만.. 중간부터 너무 루즈하게 늘어짐
3075,파라노말 액티비티 3,6,난 솔직히 공포영화에서 주인공이 노답짓한다고 싫어하는거 이해는 함. 한국인들은 0.1초라도 고구마 나오는거 못보는 인종이니깐.. 파라노말 1편 2편도 이해하면서 재미있게 봤고. 근데 파라노말3은 그냥 존나 이해가 안됨. 초반에 엄마도 같이 위기의식 느끼다가 중간에 왜 갑자기 남편말 개무시하는지. 무섭다고 엄마는 부르면서 계단 10개만 내려가면 엄마아빠 다있는데 왜 절대안내려가는지? 침대가 무너지고 딸들이 비명지르고 물건들이 벽에 날아와 박히는데 엄마는 불안한 상태인데도 편히 자려고 수면제를 수십개 처먹었나 깨질않고 개연성 그냥 밥말아먹음. 심령현상 페이크다큐라는 영광도 아닌 영광에 쳐 취해있지 않고 최소한 영화의 기본만 지키면서 만들었어도 이렇게 얼탱이없진 않았겠다 싶음. 파라노말은 호불호 갈리니까 평점 왔다갔다하는건 맞는데 일단 3편은 좀 아니라고 본다..
3076,노회찬6411,1,참내. 별 돈 받아 쳐 먹고 죄값 안 받고 OO 사람 영화를 만들다니. 역시 좌파들 답다
3077,숏버스 이별행,8,단편영화의 구성이지만 나름 괜찮아여.
3078,007 노 타임 투 다이,7,여러 말이 많은 영화였지만 다니엘 크레이그의 마지막 007로는 잘 마무리했다고 생각한다
3079,아이언맨 3,10,너무 재밌게 봤어용:)
3080,인질,8,황정민만이 할 수 있는 작품... 이유미 배우도 여기서 처음 봤네여.
3081,베놈 2: 렛 데어 비 카니지,10,"징그러운건줄 알았는데 굉장히 유쾌하고 재밌었습니다.마블 영화 취향은 아니라서 잘 안보게 됐는데, 특유의 마블 느낌도 없었고 액션신이나 기타 연출이 좋았습니다."
3082,수색자,9,평범한 군대영화라고 생각하고 봤는데 군대내의 비리와 사고 등을 잘 그려냈네여.
3083,비바리움,4,"아이디어는 좋으나 30분짜리 단편에 걸맞는 시나리오가 문제. 남주는 땅 파다가, 여주는 애 밥주다가 둘다 죽어서 끝남. 그냥그냥 환상특급의 단편작 시놉시스를 90분짜리 영화로 만든게 문제라면 문제."
3084,어른들은 몰라요,10,요즘 아니 예전 10대들의 모습을 아낌없이 적나라게 보여준다 거짓없고 꾸밈없는 현대판  다아는 자극적인 나쁜 어른들 중심이 아닌 자기들만에 모습을 보여 주었다여주인공이 허드캐리 하고 멱살잡고 정말 잘끌어 갔다 이배우님은 신기한 매력이 있는데 멍한듯 아련하다 시간 가는줄 모르고 오랜만에 잘본 영화였습니다 롱보드도 잘타시네요 모두들 수고하셨습니다
3085,너의 이름은.,8,4K로 되어서 화질도 좋고 내용도 괜찮은 수작이네여.
3086,말리그넌트,10,감독의 인터뷰를 못보신 분들은 이게 무슨 장르나 싶겠지만 이전 인터뷰에서 했던 말을 영화로 보여주는 감독이라 정말 실망할 수가없음..
3087,쇼미더고스트,8,코믹해서 시간때우기로 괜찮고 결론은 여러가지 생각을 갖게 하는 작품...
3088,좋은 사람,8,과연 좋은 사람이란 어떤 사람일까 라는 생각을 하게 하는 작품...
3089,꽃다발 같은 사랑을 했다,10,두남녀의 만남과 이별을 잘 그려낸 수작
3090,007 노 타임 투 다이,10,평점 낮게 준 애들 과연 봤을까? 의심을 안할수 없네 걍 봐요 졸잼
3091,뱅드림! 로젤리아 에피소드 Ⅱ : 송 아이 엠,8,애니지만 노래도 좋고 괜찮아여.
3092,화차,9,변영주 감독님 새 작품 주세요
3093,날씨의 아이,8,4K로 봐서 그런지 화질도 좋고 세밀한 작화도 마음에 드네여.
3094,82년생 김지영,1,페미냔들의 영화.난지도 영화
3095,샹치와 텐 링즈의 전설,7,양조위의 연기는 좋았으나 과도한 CG는 좀 아쉽네여.
3096,캔디맨,5,좀 아쉽네여...
3097,007 노 타임 투 다이,7,생각보다는 아쉬운 마무리
3098,사운드 오브 뮤직,10,최근에 다시 봤는데 약 15년 전 초등학생때 학교에서 보던게 생각나네요 극 중 나오는 OST 에델바이스는 영화를 안봐도 가끔 흥얼거릴 만큼 잘알려져있고 중독성도 강하죠 영화가 나온지 50년이 지난것이 믿어지지 않습니다 다시 봐도 영상미와 OST가 어우러져 정말 재밌게봤어요
3099,모가디슈,9,남북사이의 문제를 담백하게 잘 그려낸 수작... 마지막 탈출과 헤어짐도 잘 만듬...
3100,베놈 2: 렛 데어 비 카니지,7,베놈1은 스토리도있고 액션도탄탄하니 잼나게봤는데 베놈2는 내용도없고 액션도없고 아주별로입니다
3101,그린 나이트,8,가웨인경의 모험과 기괴한 경험들...
3102,그래비티,9,짧은 시간내에 우주에서의 모험과 탈출 등 모든 것을 잘 그려냄...
3103,베놈 2: 렛 데어 비 카니지,10,에미넴 노래들으러 왔어염
3104,코다,9,너무 감동적이고 OST도 좋고 괜찮은 작품이네여.
3105,화이트데이: 부서진 결계,1,평점을 조작할 시간에 영화를 잘 만들어라. 모욕적이다.
3106,기적,9,내용도 좋고 배우들 연기력도 좋은데 흥행이 저조해서 아쉬운 작품이네여.
3107,보이스,9,보이스피싱은 폐해와 위험성을 잘 그려낸듯...
3108,F20,1,조현병에대해 편견과 오해를 가진 사람이 감독이되어 조현병에대한 영화를 만들면 이렇게된다는걸 보여주는 영화
3109,007 노 타임 투 다이,7,액션신은 볼만한데 엔딩이 좀 많이 허망하네여.
3110,용과 주근깨 공주,8,내용은 좀 아쉽지만 OST는 수준급...
3111,베놈 2: 렛 데어 비 카니지,4,유치합니다아들하고 같이 가려고 봤습니다
3112,기적,10,
3113,베놈 2: 렛 데어 비 카니지,8,킬링타임으로 즐기기 좋은 영화인거같음
3114,용과 주근깨 공주,6,듬성듬성 이어지는 스토리는 최악.. 영상미나 음악은 좋았습니다.
3115,인질,10,짱 재미잇게봣어요 황정민
3116,CCTV,1,처음나온 여자연기자 저런발연기는 처음이다 한심
3117,노회찬6411,10,"노동자들을 위한 정치인, 노회찬. 그가 사라지고 정의당은 정의롭지 못한 당으로 바뀌어버렸다.. 그립습니다.. 노회찬 의원님ㅠㅠㅠ"
3118,접속,4,이런 영화가 한국 영화에서 '작품성'으로 길이길이 남겨진다는게 치욕스럽다. 이기적인 꼴초 한국남자 이야기를 영상미와 음악으로 꽁꽁 포장시켜놓은 영화일뿐이다.
3119,블랙아웃,8,여주 얼굴만 봐도 충분. 나름 재밌게 봤는데.
3120,열한번째 엄마,10,김혜수배우 연기 중 최고다. 사나이의 눈에서 눈물을 뽑다니... ^^
3121,베놈 2: 렛 데어 비 카니지,4,팬심으로 옹호하기에는 한계가 있네요
3122,블랙아웃,2,와.... 이걸 반전이 뛰어난 스릴러라고 방영을??
3123,아수라,10,실화라고 생각하니 시간 가는 줄 모르고 재밌게 봤습니다.
3124,용과 주근깨 공주,6,"영상미가 참 좋았습니다. 조금 오글거리긴 했는데, 몇몇 대사들이 정말 와닿았고, 눈물 났습니다.."
3125,베놈 2: 렛 데어 비 카니지,7,카니지 비주얼과 쿠키만 건진..
3126,기적,10,배우들의 연기가 너무 좋았다
3127,베놈 2: 렛 데어 비 카니지,2,진짜 재미없다 걍 쿠키영상만 따로 찾아서 보는걸 추천
3128,내 사랑 왕가흔,5,누구나 겪어본 바보같던 시절
3129,기적,10,배우님들의 연기가 너무 완벽합니다.레트로감성을 가득 느낄 수 있는 감동적인 영화에요.반전이 있어서 살짜쿵 놀라긴했네요무엇보다 윤아님의 사투리연기가 굳굳
3130,007 노 타임 투 다이,1,액션과 배우들의 연기는 좋지만 연출은 불호
3131,베놈 2: 렛 데어 비 카니지,1,못만들면 제발좀 마블에 넘겨
3132,베놈,1,청불로 안가서 유치하고 몰입 하나도 안됨
3133,그을린 사랑,9,분노와 증오의 사막을 걷는 자들에게 치유와 사랑의 오아시스를 보여주는 성찬식 같은 영화. 상처로 깊이 패인 세상 모든 그을린 사랑에 고하는 유언.
3134,007 노 타임 투 다이,7,약간은 아쉬운 결말이지만 다니엘의 퇴장에 걸맞는 전개이기도 했다그래도 중반되기전까지가 제일 재미있었음
3135,푸른 호수,10,
3136,베놈 2: 렛 데어 비 카니지,1,2편의 저주는 과학이다
3137,미드나이트,8,소리 없는 세상에서 살아가기 힘들겠다..  얼마나 답답할까.. 관객도 답답하다
3138,노회찬6411,10,...
3139,베놈 2: 렛 데어 비 카니지,1,"자동차 극장가서 봤는데,시동끄고 폰으로 갯마을보고 왔네요ㅋㅋㅋ"
3140,지구: 놀라운 하루,10,지구가 왜 아름답고 신빓운 별인지 그 이유를 알려주는 영화였습니다!!
3141,300,6,와우.. 이게 왜 그리 유명한 영화가 되었나 모르겠네..정말 복근 보려고들 봤나?
3142,베놈 2: 렛 데어 비 카니지,8,난 그럭저럭인데 왜 다들 싫어해ㅋㅋ볼 분은 그냥 보세요
3143,귀여운 남자,2,아... 쉴드를 못 쳐주겠네...ㅉㅉㅉ;;;
3144,007 노 타임 투 다이,10,엄청난 스펙타클한것은 없었지만.늘보던007영화다. .미세한감정연기까지.역시  다니엘 ..굿바이ㅡ다니엘크레이그.
3145,더 펜션,10,영화 생각보다 괜찮은데 평점이 낮네요ㅠ
3146,졸업,10,음악과 편집이끝네준다.다 아는 사실이지만 마지막 버스안에서 알수없는미묘한 표정
3147,베놈 2: 렛 데어 비 카니지,4,영화와 같은 컨텐츠에서 스토리와 시나리오의 중요함을 다시 한번 깨닫게 되는 영화. 화려한 볼거리와 소재를 가지고 있지만 부실하다 못해 엉망인 시나리오는 그 모든 장점을 지울 수 있다.성인용 히어로 임에도 아동용 수준의 전개를 가지고 있기 때문에 어느 누구에게도 환영 받지 못한다.
3148,기적,10,믿고보는 박정민...이상민배우님도 역쉬나~윤아님 수경님도....근래보기 힘든 수작었습니다
3149,베놈 2: 렛 데어 비 카니지,10,와 진짜 최고 너무 재밌어요
3150,히트맨,8,액션씬 퀄리티가 상당함 역시 액션은 권상우지ㅋㅋㅋ
3151,007 노 타임 투 다이,4,언제부터 본드가 이렇게 구구절절해졌는지…
3152,노회찬6411,1,뇌물먹고 자살한 사람 또 미화시킴?? 이런 씌래기 영화~
3153,베놈 2: 렛 데어 비 카니지,6,그냥저냥 쿠키가 8할은 먹고 간거 같다
3154,미녀와 야수,10,너무 좋다 엠마 왓슨♡♡
3155,미녀와 야수,10,너무 좋다 엠마 왓슨♡♡
3156,베놈 2: 렛 데어 비 카니지,10,베놈이 개그캐가 되버렸지만 전투씬은 쩔었다
3157,모가디슈,10,마지막에 북한과 남한이 헤어지는 장면은 솔직히 가슴한켠이 찡하고 씁쓸했음
3158,카고,10,7분의 예술. 그 이상의 어떤 말이 더 필요하랴.
3159,작은 거인,10,만 50년 전 개봉된 영화.세월은 마치 쏜살같구나.어린애가 노인이 되는 세월의 시간이구나.햇살역 배우 배두나씨랑 비슷한 얼굴
3160,극장판 바이올렛 에버가든,10,
3161,최미역행,1,와...방귀낀놈이 성내는 그야말로 총체적 난국인 영화
3162,베놈 2: 렛 데어 비 카니지,1,그나마 장점이었던 눈요기거리도 이건 뭐...
3163,다크 시티,7,매트릭스에 가려진 두 수작. 13층과 다크시티. 조연으로 나오는 멜리사 조지의 빛나는 22살의 모습
3164,디스커넥트,6,"개봉한지 9년이 지났지만 요즘도 저런류의 유사 범죄들이 비일비재하게 일어나고 있고, 몇몇 씬에서의 대사들이 많은 생각들을 하게 되는 영화였다. 그치만 딱히 재밌는 영화는 아니었다."
3165,클레멘타인,10,"누구나 한번쯤 가본 도시.프랑스 빠리.. 길거리에 줄이 늘어서 있고먼저 들어가겠다고 쌈까지 벌이는 프랑스인들.그래서 물어봤죠.""오징어 게임 공개방송인가요?"" 돌아온 대답은""코레아에서 클레멘타인 15초예고편이 들어왔길래 그거 보려는 인파요"""
3166,극장판 바이올렛 에버가든,10,말해 뭐함 무조건 보세요 후회 안함
3167,샹치와 텐 링즈의 전설,8,재밌었어요. 별 기대 안했는데... 역시 양조위가 재밌음
3168,십개월의 미래,9,이렇게 웃픈 독립영화는 처음이네요.혹 산부인과 의사랑 여상담사랑 부부 아닌가요? ㅋㅋㅋ
3169,모가디슈,10,코로나 아니었음 닥 천만
3170,모가디슈,10,코로나 아니었음 닥 천만
3171,베놈 2: 렛 데어 비 카니지,10,그럼 느그들이 만들던가
3172,극장판 귀멸의 칼날: 무한열차편,10,
3173,바이 더 씨,8,
3174,모가디슈,10,좋아하는 배우들 나와서 더 재밌고 감동적이게 봤음. 오랜만에 좋은영화 만났네요.
3175,위플래쉬,10,숨죽이며 보게된다... 교수의 자기합리화는 어처구니가 없구나
3176,베놈 2: 렛 데어 비 카니지,10,재밌는데 좀 잔인해요…….
3177,베놈 2: 렛 데어 비 카니지,5,쿠키 뭔데? 무슨 일이 벌어지고 있는 거지?
3178,가문의 부활 - 가문의 영광 3,3,향토조폭이 사업으로.법관과의 혼맥으로 살아남는 방법..불쌍한 정준하..
3179,007 노 타임 투 다이,10,댜박이다 모든게 완벽햇다 이제 제암스007은 더이상 없지만 슬프지안ㅎ다 완벽한 마무리엿다
3180,후회하지 않아,1,드러워죽겠네
3181,아수라,10,배우들이 열연한만큼 평점올리러 왔습니다.
3182,모가디슈,10,오랜만에 재밌는 영화봤어요.찍기 힘들었을것 같아요 스케일 후덜덜
3183,그래비티,10,관람을 넘어 체험으로
3184,소년 소녀를 만나다,6,혼자만의 지루한 시 같은 영화
3185,얼론,7,같은 각본 시나리오로 만들었으니 비슷한게 당연한 거고 게다가 비슷한 시기에 만들어진데 뭘 또 한국이 베끼네 어쩌네 하냐 둘다 볼만 하구만
3186,극한직업,10,재미재미재미재미존잼
3187,노회찬6411,10,
3188,노회찬6411,1,이런 영화를 왜 만드는지?
3189,베놈 2: 렛 데어 비 카니지,10,내 취향으로 하겠습니다.제미떠
3190,킬링 오브 투 러버스,10,
3191,007 노 타임 투 다이,2,마지막 작품을 꼭 이래 망쳐야했나 감독아..다니엘형 고생했어 몸 많이 안상했길바래
3192,007 노 타임 투 다이,8,재미있게 보았습니다.역대 007과는 조금 괴리감이 있을 수 있습니다.
3193,베놈 2: 렛 데어 비 카니지,4,저만 쿠키가 제일 기억에 남는 줄알았는데~~다들 비슷하게 느끼는 것 같음 너무 기대했나봄
3194,김복남 살인사건의 전말,10,전라도
3195,아수라,10,시대를 앞서간 띵작 네이버 평점 남길때 스포일러가 포함되면 안된다는 조항있나본데 영화 자체가 스포일러였다
3196,모가디슈,5,휴머니티 넘치는 소재와 배우들의 연기는 좋았음 하지만 뭔가가 부족한 느낌.  황당무계한 총격씬은 긴장감과 집중대신 관객의 맥을 풀리게함.  쌔까많고 어두운 정전상황 장면이 너무 많아서 짜증도 남.
3197,크루엘라,9,내용은 평이하지만 영상이 멋지다
3198,베놈 2: 렛 데어 비 카니지,10,재밌게 봤어요  다음편이  더 기대되는  영화
3199,올드,8,해변에서의 일들만 다뤘다면 훨씬 여운이 남았을듯 ..그래도 오랜만에 샤말란 영화에서 따뜻하고 슬픈 여운을 느꼈다
3200,베놈 2: 렛 데어 비 카니지,2,심하다.돈내고보기아까운영화
3201,말하는 건축가,3,훌륭한 건축가에 대해서 알려주는 정보가 빈약. 우리보고 찾아보라고?
3202,베놈 2: 렛 데어 비 카니지,10,재밋어요 베놈이 귀여워요
3203,베놈 2: 렛 데어 비 카니지,8,1편에 이어 2편도 재미있게 봤네요. 히어로물 종종 보는 입장에서 충분히 볼만했어요.
3204,베놈 2: 렛 데어 비 카니지,7,밍밍한 영화 쿠키 때문에 봐준다
3205,노회찬6411,10,단 한번의 불일치 목숨으로 ㅠㅠ
3206,미술관 옆 동물원,10,"이때의 서울..따듯한 영상미와 그 감성, 풋풋한 심은하와 이성재. 어색함 마저 나에게는 완벽하다."
3207,노회찬6411,10,의원님을 조금더 알게 된거같아요 제가 정치에 문외한이지만 처음부터 끝까지 뭔가 슬픔이 있는 영화였어요
3208,샹치와 텐 링즈의 전설,5,마블.. 중국자본이라는 허상에 큰 실수를!
3209,화이트 라이언 찰리,10,미아와찰리는역시절친~♡
3210,인질,6,황정민만 믿고가도 킬링타임은 무난
3211,샤프트,6,"명불허전 사무엘잭슨! 가만히 서있기만해도 뿜어져나오는 아우라가 대단! + 뉴욕이 한눈에 내려다보이는 데이,나잇 항공촬영, 골목길샷 등 담아두고 볼만함"
3212,노회찬6411,1,에휴 미화 보소;;좌좀들 이런걸로 감성팔이하는거 진짜 역겹네
3213,타다: 대한민국 스타트업의 초상,1,생각보다 지루하고 억지로 감동을 쥐어짜는듯했어요... 같이 보러간 친구한테 미안했네요 ㅠㅠ
3214,디트로이트,10,장난도 눈치 껏
3215,프리 가이,10,그들의 상상력에  박수를 보낸다.
3216,샹치와 텐 링즈의 전설,9,기대 안하고 보면 괜찮아요
3217,007 노 타임 투 다이,10,007도 죽는구나 불사신이 아니구나 007 영화를 보다가 이렇게 슬퍼질 수도 있구나를 이 영화가 보여줬다. 굿바이 다니엘 크레이그 007
3218,열한번째 엄마,10,김혜수씨의 연기력 다시보이네요모성애가 뭔지가슴찡한  삶의소중함을 깨닫게해.
3219,이 멋진 세계에 축복을! 붉은 전설,10,익스플로젼~~!!!!
3220,베놈 2: 렛 데어 비 카니지,2,알바한테 속지마세요 개씝노잼
3221,노회찬6411,1,드루킹에게 돈받고 자살한 사람을 왜 우상화하냐? 돈받거나 성폭력 저지르고 자살 하면 우상화하는게 좌파의 일이냐? 진짜 역겨우니깐 이런것좀 안만들었으면 좋겠다 벌레같은 인간아
3222,천문: 하늘에 묻는다,8,학교에서 봤음 연기 개쩔음 사회 영화로 굳짭
3223,노회찬6411,10,노회찬의원의 숨은 모습을 알 수 있어서 좋았다.대의를 위해 자신을 희생하는 삶을 실제로 사신 분.참으로 아까운 일이다.
3224,쁘띠 마망,7,
3225,베놈 2: 렛 데어 비 카니지,10,너무재미있게봤어요 유머도있고 액션도 좋아요ㅎㅎ 내기준1편보다 재밌었어요!
3226,푸른 호수,10,너무 많이 울어서 마스크 다 젖었쩌여
